champion_id,name,vocab_index,support_archetype,generic_archetype,is_support,primary_class,classes
126,champ_126,103,,unknown,False,Unknown,
127,Lissandra,104,,battle_mage,False,Unknown,
131,Diana,105,,assassin_mid,False,Unknown,
133,Quinn,106,,ranged_top,False,Unknown,
134,Syndra,107,,control_mage,False,Unknown,
136,Aurelion Sol,108,,battle_mage,False,Unknown,
141,Kayn,109,,assassin_jg,False,Unknown,
142,Zoe,110,,burst_mage,False,Unknown,
143,Zyra,111,,mage_support,False,Unknown,
145,Kai'Sa,112,,hypercarry,False,Unknown,
147,Seraphine,113,,enchanter,False,Unknown,
150,Gnar,114,,bruiser,False,Unknown,
154,Zac,115,,tank_engage,False,Unknown,
157,Yasuo,116,,splitpusher,False,Unknown,
161,Vel'Koz,117,,mage_support,False,Unknown,
163,Taliyah,118,,control_mage,False,Unknown,
164,Camille,119,,bruiser,False,Unknown,
166,Akshan,120,,assassin_mid,False,Unknown,
200,Bel'Veth,121,,farmer,False,Unknown,
201,Braum,122,,warden,False,Unknown,
202,Jhin,123,,utility_adc,False,Unknown,
203,Kindred,124,,farmer,False,Unknown,
221,Zeri,125,,hypercarry,False,Unknown,
222,Jinx,126,,hypercarry,False,Unknown,
223,Tahm Kench,127,,warden,False,Unknown,
233,Briar,128,,assassin_jg,False,Unknown,
234,Viego,129,,bruiser_jg,False,Unknown,
235,Senna,130,,enchanter,False,Unknown,
236,Lucian,131,,lane_bully,False,Unknown,
238,Zed,132,,assassin_mid,False,Unknown,
240,Kled,133,,bruiser,False,Unknown,
245,Ekko,134,,assassin_mid,False,Unknown,
246,Qiyana,135,,assassin_mid,False,Unknown,
254,Vi,136,,ganker,False,Unknown,
266,Aatrox,137,,bruiser,False,Unknown,
267,Nami,138,,enchanter,False,Unknown,
268,Azir,139,,control_mage,False,Unknown,
350,Yuumi,140,,enchanter,False,Unknown,
360,Samira,141,,lane_bully,False,Unknown,
412,Thresh,142,,hook,False,Unknown,
420,Illaoi,143,,bruiser,False,Unknown,
421,Rek'Sai,144,,ganker,False,Unknown,
427,Ivern,145,,enchanter,False,Unknown,
429,Kalista,146,,utility_adc,False,Unknown,
432,Bard,147,,roamer,False,Unknown,
497,Rakan,148,,engage_tank,False,Unknown,
498,Xayah,149,,hypercarry,False,Unknown,
516,Ornn,150,,tank_top,False,Unknown,
517,Sylas,151,,assassin_mid,False,Unknown,
518,Neeko,152,,mage_support,False,Unknown,
523,Aphelios,153,,hypercarry,False,Unknown,
526,Rell,154,,engage_tank,False,Unknown,
555,Pyke,155,,roamer,False,Unknown,
711,Vex,156,,burst_mage,False,Unknown,
777,Yone,157,,splitpusher,False,Unknown,
799,champ_799,158,,unknown,False,Unknown,
800,champ_800,159,,unknown,False,Unknown,
804,champ_804,160,,unknown,False,Unknown,
875,Sett,161,,bruiser,False,Unknown,
876,Lillia,162,,farmer,False,Unknown,
887,Gwen,163,,ap_bruiser,False,Unknown,
888,Renata Glasc,164,,enchanter,False,Unknown,
893,champ_893,165,,unknown,False,Unknown,
895,Nilah,166,,lane_bully,False,Unknown,
897,K'Sante,167,,tank_top,False,Unknown,
901,Smolder,168,,caster_adc,False,Unknown,
902,Milio,169,,enchanter,False,Unknown,
904,champ_904,170,,unknown,False,Unknown,
910,Hwei,171,,control_mage,False,Unknown,
950,Naafiri,172,,assassin_mid,False,Unknown,
