matchId,teamId,win,meta_gameDurationMin,meta_gameVersion,meta_queueId,X_TOP_AllyChampId,X_TOP_EnemyChampId,X_TOP_SummonerA,X_TOP_SummonerB,X_TOP_SS_CLEANSE,X_TOP_SS_EXHAUST,X_TOP_SS_FLASH,X_TOP_SS_GHOST,X_TOP_SS_HEAL,X_TOP_SS_SMITE,X_TOP_SS_TELEPORT,X_TOP_SS_CLARITY,X_TOP_SS_IGNITE,X_TOP_SS_BARRIER,X_TOP_SS_SNOWBALL,X_TOP_Keystone,Post_TOP_GoldDiff_5,Post_TOP_XpDiff_5,Post_TOP_CsDiff_5,Post_TOP_GoldDiff_10,Post_TOP_XpDiff_10,Post_TOP_CsDiff_10,Post_TOP_GoldDiff_15,Post_TOP_XpDiff_15,Post_TOP_CsDiff_15,Post_TOP_GoldDiff_20,Post_TOP_XpDiff_20,Post_TOP_CsDiff_20,Post_TOP_EarlyTakedowns_15,Post_TOP_LaneCsBefore10,Post_TOP_DmgTotalPM,Post_TOP_DmgTurretPM,Post_TOP_DmgObjPM,Post_TOP_VisionScorePM,Post_TOP_KillParticipation,X_JUNGLE_AllyChampId,X_JUNGLE_EnemyChampId,X_JUNGLE_SummonerA,X_JUNGLE_SummonerB,X_JUNGLE_SS_CLEANSE,X_JUNGLE_SS_EXHAUST,X_JUNGLE_SS_FLASH,X_JUNGLE_SS_GHOST,X_JUNGLE_SS_HEAL,X_JUNGLE_SS_SMITE,X_JUNGLE_SS_TELEPORT,X_JUNGLE_SS_CLARITY,X_JUNGLE_SS_IGNITE,X_JUNGLE_SS_BARRIER,X_JUNGLE_SS_SNOWBALL,X_JUNGLE_Keystone,Post_JUNGLE_GoldDiff_5,Post_JUNGLE_XpDiff_5,Post_JUNGLE_CsDiff_5,Post_JUNGLE_GoldDiff_10,Post_JUNGLE_XpDiff_10,Post_JUNGLE_CsDiff_10,Post_JUNGLE_GoldDiff_15,Post_JUNGLE_XpDiff_15,Post_JUNGLE_CsDiff_15,Post_JUNGLE_GoldDiff_20,Post_JUNGLE_XpDiff_20,Post_JUNGLE_CsDiff_20,Post_JUNGLE_EarlyTakedowns_15,Post_JUNGLE_JgCsBefore10,Post_JUNGLE_EnemyJgInvades,Post_JUNGLE_DmgTotalPM,Post_JUNGLE_DmgTurretPM,Post_JUNGLE_DmgObjPM,Post_JUNGLE_VisionScorePM,Post_JUNGLE_KillParticipation,X_MIDDLE_AllyChampId,X_MIDDLE_EnemyChampId,X_MIDDLE_SummonerA,X_MIDDLE_SummonerB,X_MIDDLE_SS_CLEANSE,X_MIDDLE_SS_EXHAUST,X_MIDDLE_SS_FLASH,X_MIDDLE_SS_GHOST,X_MIDDLE_SS_HEAL,X_MIDDLE_SS_SMITE,X_MIDDLE_SS_TELEPORT,X_MIDDLE_SS_CLARITY,X_MIDDLE_SS_IGNITE,X_MIDDLE_SS_BARRIER,X_MIDDLE_SS_SNOWBALL,X_MIDDLE_Keystone,Post_MIDDLE_GoldDiff_5,Post_MIDDLE_XpDiff_5,Post_MIDDLE_CsDiff_5,Post_MIDDLE_GoldDiff_10,Post_MIDDLE_XpDiff_10,Post_MIDDLE_CsDiff_10,Post_MIDDLE_GoldDiff_15,Post_MIDDLE_XpDiff_15,Post_MIDDLE_CsDiff_15,Post_MIDDLE_GoldDiff_20,Post_MIDDLE_XpDiff_20,Post_MIDDLE_CsDiff_20,Post_MIDDLE_EarlyTakedowns_15,Post_MIDDLE_LaneCsBefore10,Post_MIDDLE_DmgTotalPM,Post_MIDDLE_DmgTurretPM,Post_MIDDLE_DmgObjPM,Post_MIDDLE_VisionScorePM,Post_MIDDLE_KillParticipation,X_BOTTOM_AllyChampId,X_BOTTOM_EnemyChampId,X_BOTTOM_SummonerA,X_BOTTOM_SummonerB,X_BOTTOM_SS_CLEANSE,X_BOTTOM_SS_EXHAUST,X_BOTTOM_SS_FLASH,X_BOTTOM_SS_GHOST,X_BOTTOM_SS_HEAL,X_BOTTOM_SS_SMITE,X_BOTTOM_SS_TELEPORT,X_BOTTOM_SS_CLARITY,X_BOTTOM_SS_IGNITE,X_BOTTOM_SS_BARRIER,X_BOTTOM_SS_SNOWBALL,X_BOTTOM_Keystone,Post_BOTTOM_GoldDiff_5,Post_BOTTOM_XpDiff_5,Post_BOTTOM_CsDiff_5,Post_BOTTOM_GoldDiff_10,Post_BOTTOM_XpDiff_10,Post_BOTTOM_CsDiff_10,Post_BOTTOM_GoldDiff_15,Post_BOTTOM_XpDiff_15,Post_BOTTOM_CsDiff_15,Post_BOTTOM_GoldDiff_20,Post_BOTTOM_XpDiff_20,Post_BOTTOM_CsDiff_20,Post_BOTTOM_EarlyTakedowns_15,Post_BOTTOM_LaneCsBefore10,Post_BOTTOM_DmgTotalPM,Post_BOTTOM_DmgTurretPM,Post_BOTTOM_DmgObjPM,Post_BOTTOM_VisionScorePM,Post_BOTTOM_KillParticipation,X_UTILITY_AllyChampId,X_UTILITY_EnemyChampId,X_UTILITY_SummonerA,X_UTILITY_SummonerB,X_UTILITY_SS_CLEANSE,X_UTILITY_SS_EXHAUST,X_UTILITY_SS_FLASH,X_UTILITY_SS_GHOST,X_UTILITY_SS_HEAL,X_UTILITY_SS_SMITE,X_UTILITY_SS_TELEPORT,X_UTILITY_SS_CLARITY,X_UTILITY_SS_IGNITE,X_UTILITY_SS_BARRIER,X_UTILITY_SS_SNOWBALL,X_UTILITY_Keystone,Post_UTILITY_GoldDiff_5,Post_UTILITY_XpDiff_5,Post_UTILITY_CsDiff_5,Post_UTILITY_GoldDiff_10,Post_UTILITY_XpDiff_10,Post_UTILITY_CsDiff_10,Post_UTILITY_GoldDiff_15,Post_UTILITY_XpDiff_15,Post_UTILITY_CsDiff_15,Post_UTILITY_GoldDiff_20,Post_UTILITY_XpDiff_20,Post_UTILITY_CsDiff_20,Post_UTILITY_EarlyTakedowns_15,Post_UTILITY_LaneCsBefore10,Post_UTILITY_DmgTotalPM,Post_UTILITY_DmgTurretPM,Post_UTILITY_DmgObjPM,Post_UTILITY_VisionScorePM,Post_UTILITY_KillParticipation,Feat_Team_Spread_5,Feat_Team_GroupedRatio_5,Feat_Team_MaxPairDist_5,Feat_Team_Spread_10,Feat_Team_GroupedRatio_10,Feat_Team_MaxPairDist_10,Feat_Team_Spread_15,Feat_Team_GroupedRatio_15,Feat_Team_MaxPairDist_15,Feat_Team_Spread_20,Feat_Team_GroupedRatio_20,Feat_Team_MaxPairDist_20,Feat_Jungle_LanePresenceTop_2_14,Feat_Jungle_LanePresenceMid_2_14,Feat_Jungle_LanePresenceBot_2_14,Label_JungleFocusLane_2_14,Feat_Jungle_TopsidePresence_2_14,Feat_Jungle_BotsidePresence_2_14,Label_JungleMapSideFocus_2_14,Feat_FirstDragonTime_s,Feat_FirstGrubsTime_s,Feat_FirstHeraldTime_s,Feat_FirstTowerTime_s,Feat_Dragons_0_14,Feat_Grubs_0_14,Feat_Heralds_0_14,Feat_Objectives_0_14,Feat_Kills_0_14,Feat_Kills_14_25,Feat_Fights_0_14,Feat_PickRatio_0_14,Feat_TeamfightRatio_0_14,Feat_AvgKillsPerFight_0_14,Feat_AvgUniqParticipants_0_14,Feat_FirstFightTime_0_14_s,Feat_FirstFightType_0_14,Feat_Fights_14_25,Feat_PickRatio_14_25,Feat_TeamfightRatio_14_25,Feat_AvgKillsPerFight_14_25,Feat_AvgUniqParticipants_14_25,Feat_Fights_0_25,Feat_PickRatio_0_25,Feat_TeamfightRatio_0_25,Feat_AvgKillsPerFight_0_25,Feat_AvgUniqParticipants_0_25,Feat_TowerKills_TOP_0_14,Feat_TowerKills_TOP_14_25,Feat_Plates_TOP_0_14,Feat_TowerKills_MID_0_14,Feat_TowerKills_MID_14_25,Feat_Plates_MID_0_14,Feat_TowerKills_BOT_0_14,Feat_TowerKills_BOT_14_25,Feat_Plates_BOT_0_14,Label_FirstMajorObjective_0_14,Label_ObjectivePriority_0_14,Label_SkirmishStyle_0_25,Label_FirstFightType_0_14,Label_TowerPlan_14_25,Label_LanePressureBias_0_14,Label_Tempo_0_20,Label_Grouping_15,Label_Snowball_0_14,Post_Team_Dragons,Post_Team_Barons,Post_Team_Towers,Post_Team_Inhibitors,Post_Team_RiftHeralds,Post_Team_VoidGrubs,Post_Team_ElderDragons
EUW1_7727485150,200,0,24.6,16.3.745.7600,420,67,58,3,4,0,1,1,0,0,0,0,0,0,0,0,8021,-286,-578,-6,-1390,-1791,-15,-3387,-4200,-42,-3745,-3635,-49,0,59,796.869918699187,17.154471544715445,17.154471544715445,0.6097560975609756,0.211,234,799,4,11,0,0,1,0,0,1,0,0,0,0,0,8010,156,-100,-2,-844,-1395,-20,-1603,-2768,-42,-2696,-4137,-68,6,56,0,732.520325203252,35.89430894308943,35.89430894308943,0.5691056910569106,0.632,136,3,4,12,0,0,1,0,0,0,1,0,0,0,0,8229,204,147,8,-443,-450,7,-1123,-1385,2,-1449,-1349,29,0,91,642.6829268292682,139.390243902439,169.14634146341461,0.5691056910569106,0.316,55,110,4,14,0,0,1,0,0,0,0,0,1,0,0,8010,12,-40,-15,-1301,-783,-24,-66,435,-6,-1097,-592,-32,9,50,995.691056910569,37.84552845528455,37.84552845528455,0.4065040650406504,0.737,201,235,4,7,0,0,1,0,1,0,0,0,0,0,0,8465,887,115,7,507,-121,7,193,22,12,-594,-336,14,10,17,295.3658536585366,0.0,0.0,1.7479674796747966,0.895,5403.726168577388,0.2,14108.30439847397,4355.004945956643,0.0,9636.378624773935,1974.2950409197213,0.6,5603.84332400541,4857.8408442881755,0.0,14059.888228574222,0.23076923076923078,0.3076923076923077,0.46153846153846156,BOT,0.23076923076923078,0.46153846153846156,BOTSIDE,,,,,0,0,0,0,10,9,7,0.0,0.8571428571428571,4.0,8.0,171.603,TEAMFIGHT,4,0.25,0.75,5.25,7.25,11,0.09090909090909091,0.8181818181818182,4.454545454545454,7.7272727272727275,0,0,0,0,0,1,0,0,2,NONE,NONE,TEAMFIGHT,TEAMFIGHT,STANDARD,NEUTRAL,MID,MIXED,NO,0,0,0,0,0,0,0
EUW1_7727423275,100,0,29.966666666666665,16.3.745.7600,420,777,69,4,12,0,0,1,0,0,0,1,0,0,0,0,8008,-52,-135,-11,21,-319,-23,-1970,-2221,-50,-1576,-902,-21,5,65,780.2669632925473,143.45939933259177,143.45939933259177,0.4338153503893215,0.306,36,154,4,11,0,0,1,0,0,1,0,0,0,0,0,8021,303,237,-6,395,763,-3,816,75,-19,1410,-305,-39,10,72,12,1275.0834260289212,0.0,783.3036707452726,0.5672969966629589,0.722,910,14,4,6,0,0,1,1,0,0,0,0,0,0,0,8229,57,65,6,177,-313,1,1061,-58,-1,1505,987,-3,9,79,1140.7675194660735,134.01557285873193,185.53948832035596,1.1345939933259177,0.611,81,145,4,21,0,0,1,0,0,0,0,0,0,1,0,8008,-331,-219,0,-198,29,-9,106,731,9,-1000,331,3,5,71,1710.066740823137,309.7107897664071,309.7107897664071,0.5005561735261402,0.417,43,80,4,7,0,0,1,0,1,0,0,0,0,0,0,8229,-142,193,3,183,-119,5,-795,-673,6,-492,120,16,6,14,340.7119021134594,103.5817575083426,110.25583982202448,3.470522803114572,0.5,4936.7378498599555,0.2,14377.097899089371,4032.726146667701,0.2,13134.639583939866,4317.757279698972,0.0,10409.868058721973,2922.923121153104,0.4,7465.44492980827,0.3076923076923077,0.38461538461538464,0.3076923076923077,NEUTRAL,0.3076923076923077,0.3076923076923077,NEUTRAL,,518.463,1107.002,877.052,0,2,0,2,13,18,8,0.125,0.75,2.75,6.375,196.841,SKIRMISH,7,0.14285714285714285,0.8571428571428571,4.285714285714286,6.857142857142857,15,0.13333333333333333,0.8,3.466666666666667,6.6,0,1,2,0,2,1,0,1,4,GRUBS,GRUBS_HERALD,TEAMFIGHT,NONE,STANDARD,BOT,FAST,SPLIT,YES,0,0,4,0,1,2,0
EUW1_7727423275,200,1,29.966666666666665,16.3.745.7600,420,69,777,4,14,0,0,1,0,0,0,0,0,1,0,0,8010,52,135,11,-21,319,23,1970,2221,50,1576,902,21,4,88,1497.9310344827586,278.84315906562847,551.4794215795329,1.0011123470522805,0.474,154,36,4,11,0,0,1,0,0,1,0,0,0,0,0,8010,-303,-237,6,-395,-763,3,-816,-75,19,-1410,305,39,2,66,3,899.9332591768632,19.555061179087875,885.5172413793103,1.2013348164627364,0.447,14,910,4,14,0,0,1,0,0,0,0,0,1,0,0,8437,-57,-65,-6,-177,313,-1,-1061,58,1,-1505,-987,3,3,78,588.9543937708565,241.66852057842047,302.86985539488325,0.7675194660734149,0.342,145,81,4,21,0,0,1,0,0,0,0,0,0,1,0,8008,331,219,0,198,-29,9,-106,-731,-9,1000,-331,-3,5,80,1250.8231368186875,466.7519466073415,782.1023359288098,0.5005561735261402,0.5,80,43,4,14,0,0,1,0,0,0,0,0,1,0,0,8005,142,-193,-3,-183,119,-5,795,673,-6,492,-120,-16,8,9,942.5139043381536,9.343715239154617,15.917686318131258,3.170189098998888,0.553,5067.946190843033,0.2,14480.595153514929,4524.284898038191,0.0,13721.511031952712,4813.295067541151,0.0,12297.647295316287,3619.642253238487,0.4,10938.227324388536,0.15384615384615385,0.38461538461538464,0.46153846153846156,NEUTRAL,0.15384615384615385,0.46153846153846156,BOTSIDE,351.161,523.874,,764.338,2,1,0,3,9,19,8,0.25,0.625,2.625,6.125,196.841,SKIRMISH,9,0.2222222222222222,0.7777777777777778,3.7777777777777777,6.555555555555555,17,0.23529411764705882,0.7058823529411765,3.235294117647059,6.352941176470588,1,1,3,0,2,0,0,1,1,DRAGON,DRAGONS,TEAMFIGHT,NONE,STANDARD,TOP,FAST,SPLIT,YES,4,1,8,1,0,1,0
EUW1_7727377505,100,1,30.15,16.3.745.7600,420,41,14,4,12,0,0,1,0,0,0,1,0,0,0,0,8437,-228,62,-15,-585,-43,-38,-40,178,-45,-246,-1014,-59,2,67,858.7728026533997,241.42620232172473,241.42620232172473,0.33167495854063017,0.323,131,233,4,11,0,0,1,0,0,1,0,0,0,0,0,8010,-3,305,10,129,1063,15,317,1178,27,1273,1212,12,5,80,1,1156.6832504145937,356.81592039800995,1011.7081260364843,1.2603648424543947,0.581,126,20,4,12,0,0,1,0,0,0,1,0,0,0,0,8112,-204,-114,0,507,660,23,718,632,45,2010,1778,86,2,91,1063.18407960199,694.162520729685,892.9021558872306,0.6633499170812603,0.484,145,498,4,21,0,0,1,0,0,0,0,0,0,1,0,8008,-16,-43,5,-349,-195,-4,-1211,-334,-15,-1633,-1260,-15,6,61,1045.0082918739636,170.58043117744612,504.1127694859038,0.7296849087893864,0.548,497,555,4,7,0,0,1,0,1,0,0,0,0,0,0,8465,-94,-145,-4,-223,-365,-4,-1218,-1447,-10,-1422,-31,-9,6,10,328.8225538971808,43.084577114427866,60.69651741293533,3.416252072968491,0.677,4635.186888255496,0.2,14150.158303001419,3706.495251692675,0.4,13070.099387533364,4617.3341607464745,0.4,14415.724782334048,4107.5139549294145,0.4,12134.693733259195,0.23076923076923078,0.15384615384615385,0.6153846153846154,BOT,0.23076923076923078,0.6153846153846154,BOTSIDE,738.291,,,923.979,1,0,0,1,7,13,5,0.0,0.6,3.4,6.2,107.916,SKIRMISH,8,0.125,0.75,3.25,6.5,13,0.07692307692307693,0.6923076923076923,3.3076923076923075,6.384615384615385,0,1,0,0,1,1,0,1,1,DRAGON,DRAGONS,TEAMFIGHT,NONE,SPLIT_1_3_1,NEUTRAL,SLOW,SPLIT,NO,2,1,10,2,0,0,0
EUW1_7727377505,200,0,30.15,16.3.745.7600,420,14,41,4,14,0,0,1,0,0,0,0,0,1,0,0,8437,228,-62,15,585,43,38,40,-178,45,246,1014,59,0,105,562.1890547263682,160.92868988391376,173.56550580431178,1.1276948590381426,0.152,233,131,4,11,0,0,1,0,0,1,0,0,0,0,0,8005,3,-305,-10,-129,-1063,-15,-317,-1178,-27,-1273,-1212,-12,6,62,7,696.0530679933665,6.036484245439469,1068.6567164179105,0.9286898839137645,0.545,20,126,4,14,0,0,1,0,0,0,0,0,1,0,0,8112,204,114,0,-507,-660,-23,-718,-632,-45,-2010,-1778,-86,7,68,794.8590381426203,198.70646766169156,548.3250414593698,0.33167495854063017,0.667,498,145,3,4,0,1,1,0,0,0,0,0,0,0,0,8008,16,43,-5,349,195,4,1211,334,15,1633,1260,15,7,65,1284.676616915423,258.1426202321725,508.391376451078,0.8623548922056385,0.636,555,497,4,14,0,0,1,0,0,0,0,0,1,0,0,9923,94,145,4,223,365,4,1218,1447,10,1422,31,9,9,14,593.9635157545606,0.0,12.669983416252073,3.0182421227197347,0.576,5054.784924566427,0.2,14275.108756153137,2908.48835606992,0.6,13839.76914547349,4292.827796640657,0.0,12248.578039919572,5503.460858201439,0.0,12542.342564289975,0.3076923076923077,0.5384615384615384,0.15384615384615385,MID,0.3076923076923077,0.15384615384615385,TOPSIDE,374.501,495.332,1015.238,821.737,1,3,0,4,12,16,7,0.2857142857142857,0.42857142857142855,2.7142857142857144,5.285714285714286,107.916,SKIRMISH,9,0.1111111111111111,0.7777777777777778,3.111111111111111,6.333333333333333,16,0.1875,0.625,2.9375,5.875,0,0,0,0,1,1,1,0,3,DRAGON,GRUBS_HERALD,TEAMFIGHT,NONE,STANDARD,BOT,FAST,SPLIT,YES,3,0,3,0,1,3,0
EUW1_7726487823,100,1,25.3,16.3.744.7656,420,2,18,4,6,0,0,1,1,0,0,0,0,0,0,0,8010,-397,-149,-7,-678,-489,-15,-887,-255,-13,1515,1583,16,4,74,482.6482213438735,526.2450592885375,781.2252964426877,0.6719367588932806,0.22,36,5,4,11,0,0,1,0,0,1,0,0,0,0,0,8021,-837,-61,11,-692,-4,11,-1269,398,22,972,2565,43,4,59,28,892.8063241106719,207.86561264822134,1017.193675889328,1.1462450592885376,0.415,517,75,4,12,0,0,1,0,0,0,1,0,0,0,0,8112,41,329,8,911,447,2,933,633,-5,2964,1039,-13,7,78,1838.893280632411,484.4268774703557,484.4268774703557,0.6719367588932806,0.537,67,161,4,21,0,0,1,0,0,0,0,0,0,1,0,8008,1260,301,16,1532,263,29,1800,28,39,2418,-700,21,7,80,1114.387351778656,446.9169960474308,462.25296442687744,0.31620553359683795,0.488,117,412,4,7,0,0,1,0,1,0,0,0,0,0,0,8214,-179,-4,-4,516,318,-7,554,-11,-8,1392,1578,-8,11,8,503.596837944664,122.41106719367589,132.21343873517787,3.08300395256917,0.683,4973.825211822137,0.0,14392.546439042675,3828.5093274347755,0.4,12177.255561086004,3518.824090411376,0.6,14040.26812422042,4853.428313074763,0.0,11690.612045568872,0.23076923076923078,0.38461538461538464,0.38461538461538464,NEUTRAL,0.23076923076923078,0.38461538461538464,BOTSIDE,644.027,574.097,,987.13,1,1,0,2,15,26,11,0.2727272727272727,0.45454545454545453,2.272727272727273,4.7272727272727275,104.379,PICK,9,0.1111111111111111,0.8888888888888888,3.7777777777777777,7.555555555555555,20,0.2,0.65,2.95,6.0,0,2,0,0,3,2,0,3,2,GRUBS,MIXED,TEAMFIGHT,PICK,STANDARD,NEUTRAL,FAST,MIXED,YES,1,1,10,2,0,1,0
EUW1_7726487823,200,0,25.3,16.3.744.7656,420,18,2,4,12,0,0,1,0,0,0,1,0,0,0,0,8008,397,149,7,678,489,15,887,255,13,-1515,-1583,-16,4,89,954.6640316205534,136.04743083003953,234.82213438735178,0.8300395256916996,0.348,5,36,4,11,0,0,1,0,0,1,0,0,0,0,0,8010,837,61,-11,692,4,-11,1269,-398,-22,-972,-2565,-43,8,50,0,573.8339920948616,0.0,625.6521739130435,0.9881422924901185,0.522,75,517,6,12,0,0,0,1,0,0,1,0,0,0,0,8021,-41,-329,-8,-911,-447,-2,-933,-633,5,-2964,-1039,13,3,76,605.5731225296443,350.8695652173913,352.17391304347825,0.31620553359683795,0.261,161,67,4,21,0,0,1,0,0,0,0,0,0,1,0,8229,-1260,-301,-16,-1532,-263,-29,-1800,-28,-39,-2418,700,-21,5,51,1093.794466403162,15.533596837944664,15.533596837944664,0.9090909090909091,0.435,412,117,4,14,0,0,1,0,0,0,0,0,1,0,0,8439,179,4,4,-516,-318,7,-554,11,8,-1392,-1578,8,9,15,444.9802371541502,1.541501976284585,1.541501976284585,2.569169960474308,0.652,5304.1378777589225,0.0,14143.536827823513,3759.254645477247,0.2,11063.627614846768,3640.797982866632,0.4,11439.973776193721,4856.753786864602,0.2,12847.508240900257,0.38461538461538464,0.46153846153846156,0.15384615384615385,NEUTRAL,0.38461538461538464,0.15384615384615385,TOPSIDE,996.192,513.568,,1209.841,0,2,0,2,13,10,10,0.3,0.4,2.2,4.6,190.555,PICK,7,0.0,0.8571428571428571,4.285714285714286,8.0,17,0.17647058823529413,0.5882352941176471,3.0588235294117645,6.0,0,0,2,0,0,1,0,1,0,GRUBS,GRUBS_HERALD,TEAMFIGHT,PICK,SPLIT_1_3_1,NEUTRAL,FAST,SPLIT,YES,1,0,1,0,0,2,0
EUW1_7726428477,100,0,24.0,16.3.744.7656,420,516,2,4,14,0,0,1,0,0,0,0,0,1,0,0,8437,-180,-403,-12,-611,-807,-26,-893,-1111,-41,-1818,-2045,-45,0,68,351.875,0.0,0.0,0.75,0.182,121,91,4,11,0,0,1,0,0,1,0,0,0,0,0,8128,144,-152,-8,-661,-975,-33,-1425,-1477,-31,-2003,-2908,-54,4,63,0,304.0833333333333,0.0,119.875,0.75,0.545,75,134,6,12,0,0,0,1,0,0,1,0,0,0,0,8021,-158,-134,-5,-258,138,3,-707,169,1,-718,952,7,1,98,360.1666666666667,228.08333333333334,255.625,0.2916666666666667,0.182,222,145,4,21,0,0,1,0,0,0,0,0,0,1,0,8008,286,-181,4,47,-108,1,-2070,-2046,-13,-2493,-2661,-29,4,84,649.2916666666666,172.375,172.375,0.3333333333333333,0.636,117,432,4,7,0,0,1,0,1,0,0,0,0,0,0,8214,507,296,-10,-181,-361,-12,-503,-279,-15,-917,53,-22,4,5,443.625,14.708333333333334,14.708333333333334,2.0,0.636,4258.562090450086,0.2,12784.0787309841,4589.7185307772015,0.2,12864.737424448273,4118.977821063887,0.2,10752.69649901828,2910.50008437272,0.6,8690.98958692277,0.15384615384615385,0.23076923076923078,0.6153846153846154,BOT,0.15384615384615385,0.6153846153846154,BOTSIDE,701.691,,,1111.693,1,0,0,1,6,5,4,0.0,0.5,3.0,5.5,166.682,SKIRMISH,4,0.25,0.5,3.0,5.75,8,0.125,0.5,3.0,5.625,0,0,0,0,0,2,0,1,0,DRAGON,DRAGONS,TEAMFIGHT,NONE,SPLIT_1_3_1,MID,SLOW,SPLIT,NO,2,0,1,0,0,0,0
EUW1_7726428477,200,1,24.0,16.3.744.7656,420,2,516,4,6,0,0,1,1,0,0,0,0,0,0,0,8010,180,403,12,611,807,26,893,1111,41,1818,2045,45,0,94,519.5,408.9583333333333,568.375,0.7916666666666666,0.231,91,121,4,11,0,0,1,0,0,1,0,0,0,0,0,8010,-144,152,8,661,975,33,1425,1477,31,2003,2908,54,9,90,19,630.125,94.75,2219.375,1.0,0.577,134,75,4,12,0,0,1,0,0,0,1,0,0,0,0,8230,158,134,5,258,-138,-3,707,-169,-1,718,-952,-7,2,95,1426.875,396.4583333333333,438.5416666666667,0.75,0.346,145,222,4,21,0,0,1,0,0,0,0,0,0,1,0,8008,-286,181,-4,-47,108,-1,2070,2046,13,2493,2661,29,7,83,1062.125,600.2083333333334,931.5,1.0416666666666667,0.692,432,117,4,7,0,0,1,0,1,0,0,0,0,0,0,8360,-507,-296,10,181,361,12,503,279,15,917,-53,22,9,17,411.375,166.375,249.70833333333334,3.4583333333333335,0.731,4290.763058731718,0.4,14148.423021665702,6121.454562852648,0.0,14958.479100496814,5475.260851833481,0.2,15236.854531037567,3401.7379742133003,0.4,10943.29168943239,0.23076923076923078,0.38461538461538464,0.38461538461538464,NEUTRAL,0.23076923076923078,0.38461538461538464,BOTSIDE,328.418,507.407,954.878,938.753,1,3,0,4,8,18,5,0.4,0.4,2.4,4.8,351.2,TEAMFIGHT,8,0.0,0.625,2.75,6.375,13,0.15384615384615385,0.5384615384615384,2.6153846153846154,5.769230769230769,0,2,0,0,5,2,0,3,1,DRAGON,GRUBS_HERALD,TEAMFIGHT,TEAMFIGHT,STANDARD,NEUTRAL,FAST,SPLIT,YES,2,1,10,2,1,3,0
EUW1_7726363100,100,0,18.566666666666666,16.3.744.7656,420,904,516,4,12,0,0,1,0,0,0,1,0,0,0,0,8437,162,-13,7,-191,-834,3,-1191,-1648,-17,-363,-940,0,1,86,461.310592459605,193.41113105924597,193.41113105924597,0.59245960502693,0.333,54,200,4,11,0,0,1,0,0,1,0,0,0,0,0,8112,-688,-2,6,-1862,-135,10,-2417,-893,-2,-4626,-3491,-28,1,68,1,414.56014362657095,49.012567324955114,49.012567324955114,1.0233393177737882,0.5,910,517,4,12,0,0,1,0,0,0,1,0,0,0,0,8229,-58,259,6,-1108,-1174,-18,-1581,-1154,-5,-3250,-2342,-8,0,72,524.8114901256732,83.48294434470377,83.48294434470377,0.43087971274685816,0.0,523,112,4,21,0,0,1,0,0,0,0,0,0,1,0,8008,641,65,18,962,-309,30,1408,-928,31,756,-1645,23,2,83,635.9245960502693,159.2100538599641,159.2100538599641,0.8078994614003591,0.667,267,117,4,7,0,0,1,0,1,0,0,0,0,0,0,8214,115,-23,0,-97,667,-1,-683,280,0,-1413,-620,0,2,6,336.624775583483,36.3016157989228,36.3016157989228,2.0466786355475763,0.833,5216.3200887908815,0.2,14917.554390716998,4548.435805636977,0.4,14610.625072186338,4746.914682108088,0.0,13892.454138848181,2611.123475471584,0.4,7550.690365787753,0.15384615384615385,0.38461538461538464,0.46153846153846156,NEUTRAL,0.15384615384615385,0.46153846153846156,BOTSIDE,,,,,0,0,0,0,3,3,2,0.0,0.5,2.5,5.0,292.011,SKIRMISH,2,0.0,1.0,3.5,7.5,4,0.0,0.75,3.0,6.25,0,0,0,0,0,1,0,0,2,NONE,NONE,TEAMFIGHT,NONE,STANDARD,NEUTRAL,SLOW,SPLIT,NO,0,0,0,0,0,0,0
